Min X value: -32,3437
Min Y value: -1,386957
Min Z value: -14,14214
Max X value: 33,24452
Max Y value: 12,13564
Max Z value: 22,71121
Key: charpos in X , Y , Z , Time since start capture
0 , 0 , 0 , 72,86
0 , 0 , 0 , 72,88
0 , 0 , 0 , 72,9
0 , 0 , 0 , 72,92
0 , 0 , 0 , 72,93999
0 , 0 , 0 , 72,96
0 , 0 , 0 , 72,98
0 , 0 , 0 , 73
0 , 0 , 0 , 73,02
0 , 0 , 0 , 73,04
0 , 0 , 0 , 73,06
0 , 0 , 0 , 73,08
0 , 0 , 0 , 73,1
0 , 0 , 0 , 73,12
0 , 0 , 0 , 73,14
0 , 0 , 0 , 73,16
0 , 0 , 0 , 73,18
0 , 0 , 0 , 73,2
0 , 0 , 0 , 73,22
0 , 0 , 0 , 73,24
0 , 0 , 0 , 73,26
0 , 0 , 0 , 73,28
0 , 0 , 0 , 73,3
0 , 0 , 0 , 73,32
0 , 0 , 0 , 73,34
0 , 0 , 0 , 73,36
0 , 0 , 0 , 73,38
0 , 0 , 0 , 73,4
0 , 0 , 0 , 73,42
0 , 0 , 0 , 73,43999
0 , 0 , 0 , 73,46
0 , 0 , 0 , 73,48
0 , 0 , 0 , 73,5
0 , 0 , 0 , 73,52
0 , 0 , 0 , 73,54
0 , 0 , 0 , 73,56
0 , 0 , 0 , 73,58
0 , 0 , 0 , 73,6
0 , 0 , 0 , 73,62
0 , 0 , 0 , 73,64
0 , 0 , 0 , 73,66
0 , 0 , 0 , 73,68
0 , 0 , 0 , 73,7
0 , 0 , 0 , 73,72
0 , 0 , 0 , 73,74
0 , 0 , 0 , 73,76
0 , 0 , 0 , 73,78
0 , 0 , 0 , 73,8
0 , 0 , 0 , 73,82
0 , 0 , 0 , 73,84
0 , 0 , 0 , 73,86
0 , 0 , 0 , 73,88
0 , 0 , 0 , 73,9
0 , 0 , 0 , 73,92
0 , 0 , 0 , 73,93999
0 , 0 , 0 , 73,96
0 , 0 , 0 , 73,98
0 , 0 , 0 , 74
0 , 0 , 0 , 74,02
0 , 0 , 0 , 74,04
0 , 0 , 0 , 74,06
0 , 0 , 0 , 74,08
0 , 0 , 0 , 74,1
0 , 0 , 0 , 74,12
0 , 0 , 0 , 74,14
0 , 0 , 0 , 74,16
0 , 0 , 0 , 74,18
0 , 0 , 0 , 74,2
0 , 0 , 0 , 74,22
0 , 0 , 0 , 74,24
0 , 0 , 0 , 74,26
0 , 0 , 0 , 74,28
0 , 0 , 0 , 74,3
0 , 0 , 0 , 74,32
0 , 0 , 0 , 74,34
0 , 0 , 0 , 74,36
0 , 0 , 0 , 74,38
0 , 0 , 0 , 74,4
0 , 0 , 0 , 74,42
0 , 0 , 0 , 74,43999
0 , 0 , 0 , 74,46
0 , 0 , 0 , 74,48
0 , 0 , 0 , 74,5
0 , 0 , 0 , 74,52
0 , 0 , 0 , 74,54
0 , 0 , 0 , 74,56
0 , 0 , 0 , 74,58
0 , 0 , 0 , 74,6
0 , 0 , 0 , 74,62
0 , 0 , 0 , 74,64
0 , 0 , 0 , 74,66
0 , 0 , 0 , 74,68
0 , 0 , 0 , 74,7
0 , 0 , 0 , 74,72
0 , 0 , 0 , 74,74
0 , 0 , 0 , 74,76
0 , 0 , 0 , 74,78
0 , 0 , 0 , 74,8
0 , 0 , 0 , 74,82
0 , 0 , 0 , 74,84
0 , 0 , 0 , 74,86
0 , 0 , 0 , 74,88
0 , 0 , 0 , 74,9
0 , 0 , 0 , 74,92
0 , 0 , 0 , 74,93999
0 , 0 , 0 , 74,96
0 , 0 , 0 , 74,98
0 , 0 , 0 , 75
0 , 0 , 0 , 75,02
0 , 0 , 0 , 75,04
0 , 0 , 0 , 75,06
0 , 0 , 0 , 75,08
0 , 0 , 0 , 75,1
0 , 0 , 0 , 75,12
0 , 0 , 0 , 75,14
0 , 0 , 0 , 75,16
0 , 0 , 0 , 75,18
0 , 0 , 0 , 75,2
0 , 0 , 0 , 75,22
0 , 0 , 0 , 75,24
0 , 0 , 0 , 75,25999
0 , 0 , 0 , 75,28
0 , 0 , 0 , 75,3
0 , 0 , 0 , 75,32
0 , 0 , 0 , 75,34
0 , 0 , 0 , 75,36
0 , 0 , 0 , 75,38
0 , 0 , 0 , 75,4
0 , 0 , 0 , 75,42
0 , 0 , 0 , 75,43999
0 , 0 , 0 , 75,46
0 , 0 , 0 , 75,48
0 , 0 , 0 , 75,5
0 , 0 , 0 , 75,52
0 , 0 , 0 , 75,54
0 , 0 , 0 , 75,56
0 , 0 , 0 , 75,58
0 , 0 , 0 , 75,6
0 , 0 , 0 , 75,62
0 , 0 , 0 , 75,64
0 , 0 , 0 , 75,66
0 , 0 , 0 , 75,68
0 , 0 , 0 , 75,7
0 , 0 , 0 , 75,72
0 , 0 , 0 , 75,74
0 , 0 , 0 , 75,75999
0 , 0 , 0 , 75,78
0 , 0 , 0 , 75,8
0 , 0 , 0 , 75,82
0 , 0 , 0 , 75,84
0 , 0 , 0 , 75,86
0 , 0 , 0 , 75,88
0 , 0 , 0 , 75,9
0 , 0 , 0 , 75,92
0 , 0 , 0 , 75,93999
0 , 0 , 0 , 75,96
0 , 0 , 0 , 75,98
0 , 0 , 0 , 76
0 , 0 , 0 , 76,02
0 , 0 , 0 , 76,04
0 , 0 , 0 , 76,06
0 , 0 , 0 , 76,08
0 , 0 , 0 , 76,1
0 , 0 , 0 , 76,12
0 , 0 , 0 , 76,14
0 , 0 , 0 , 76,16
0 , 0 , 0 , 76,18
0 , 0 , 0 , 76,2
0 , 0 , 0 , 76,22
0 , 0 , 0 , 76,24
0 , 0 , 0 , 76,25999
0 , 0 , 0 , 76,28
0 , 0 , 0 , 76,3
0 , 0 , 0 , 76,32
0 , 0 , 0 , 76,34
0 , 0 , 0 , 76,36
0 , 0 , 0 , 76,38
0 , 0 , 0 , 76,4
0 , 0 , 0 , 76,42
0 , 0 , 0 , 76,43999
0 , 0 , 0 , 76,46
0 , 0 , 0 , 76,48
0 , 0 , 0 , 76,5
0 , 0 , 0 , 76,52
0 , 0 , 0 , 76,54
0 , 0 , 0 , 76,56
0 , 0 , 0 , 76,58
0 , 0 , 0 , 76,6
0 , 0 , 0 , 76,62
0 , 0 , 0 , 76,64
0 , 0 , 0 , 76,66
0 , 0 , 0 , 76,68
0 , 0 , 0 , 76,7
0 , 0 , 0 , 76,72
0 , 0 , 0 , 76,74
0 , 0 , 0 , 76,75999
0 , 0 , 0 , 76,78
0 , 0 , 0 , 76,8
0 , 0 , 0 , 76,82
0 , 0 , 0 , 76,84
0 , 0 , 0 , 76,86
0 , 0 , 0 , 76,88
0 , 0 , 0 , 76,9
0 , 0 , 0 , 76,92
0 , 0 , 0 , 76,93999
0 , 0 , 0 , 76,96
0 , 0 , 0 , 76,98
0 , 0 , 0 , 77
0 , 0 , 0 , 77,02
0 , 0 , 0 , 77,04
0 , 0 , 0 , 77,06
0 , 0 , 0 , 77,08
0 , 0 , 0 , 77,1
0 , 0 , 0 , 77,12
0 , 0 , 0 , 77,14
0 , 0 , 0 , 77,16
0 , 0 , 0 , 77,18
0 , 0 , 0 , 77,2
0 , 0 , 0 , 77,22
0 , 0 , 0 , 77,24
0 , 0 , 0 , 77,25999
0 , 0 , 0 , 77,28
0 , 0 , 0 , 77,3
0 , 0 , 0 , 77,32
0 , 0 , 0 , 77,34
0 , 0 , 0 , 77,36
0 , 0 , 0 , 77,38
0 , 0 , 0 , 77,4
0 , 0 , 0 , 77,42
0 , 0 , 0 , 77,43999
0 , 0 , 0 , 77,46
0 , 0 , 0 , 77,48
0 , 0 , 0 , 77,5
0 , 0 , 0 , 77,52
0 , 0 , 0 , 77,54
0 , 0 , 0 , 77,56
0 , 0 , 0 , 77,58
0 , 0 , 0 , 77,6
0 , 0 , 0 , 77,62
0 , 0 , 0 , 77,64
0 , 0 , 0 , 77,66
0 , 0 , 0 , 77,68
0 , 0 , 0 , 77,7
0 , 0 , 0 , 77,72
0 , 0 , 0 , 77,74
0 , 0 , 0 , 77,75999
0 , 0 , 0 , 77,78
0 , 0 , 0 , 77,8
0 , 0 , 0 , 77,82
0 , 0 , 0 , 77,84
0 , 0 , 0 , 77,86
0 , 0 , 0 , 77,88
0 , 0 , 0 , 77,9
0 , 0 , 0 , 77,92
0 , 0 , 0 , 77,93999
0 , 0 , 0 , 77,96
0 , 0 , 0 , 77,98
0 , 0 , 0 , 78
0 , 0 , 0 , 78,02
0 , 0 , 0 , 78,04
0 , 0 , 0 , 78,06
0 , 0 , 0 , 78,08
0 , 0 , 0 , 78,1
0 , 0 , 0 , 78,12
0 , 0 , 0 , 78,14
0 , 0 , 0 , 78,16
0 , 0 , 0 , 78,18
0 , 0 , 0 , 78,2
0 , 0 , 0 , 78,22
0 , 0 , 0 , 78,24
0 , 0 , 0 , 78,25999
0 , 0 , 0 , 78,28
0 , 0 , 0 , 78,3
0 , 0 , 0 , 78,32
0 , 0 , 0 , 78,34
0 , 0 , 0 , 78,36
0 , 0 , 0 , 78,38
0 , 0 , 0 , 78,4
0 , 0 , 0 , 78,42
0 , 0 , 0 , 78,43999
0 , 0 , 0 , 78,46
0 , 0 , 0 , 78,48
0 , 0 , 0 , 78,5
0 , 0 , 0 , 78,52
0 , 0 , 0 , 78,54
0 , 0 , 0 , 78,56
0 , 0 , 0 , 78,58
0 , 0 , 0 , 78,6
0 , 0 , 0 , 78,62
0 , 0 , 0 , 78,64
0 , 0 , 0 , 78,66
0 , 0 , 0 , 78,68
0 , 0 , 0 , 78,7
0 , 0 , 0 , 78,72
0 , 0 , 0 , 78,74
0 , 0 , 0 , 78,75999
0 , 0 , 0 , 78,78
0 , 0 , 0 , 78,8
0 , 0 , 0 , 78,82
0 , 0 , 0 , 78,84
0 , 0 , 0 , 78,86
0 , 0 , 0 , 78,88
0 , 0 , 0 , 78,9
0 , 0 , 0 , 78,92
0 , 0 , 0 , 78,93999
0 , 0 , 0 , 78,96
0 , 0 , 0 , 78,98
0 , 0 , 0 , 79
0 , 0 , 0 , 79,02
0 , 0 , 0 , 79,04
0 , 0 , 0 , 79,06
0 , 0 , 0 , 79,08
0 , 0 , 0 , 79,1
0 , 0 , 0 , 79,12
0 , 0 , 0 , 79,14
0 , 0 , 0 , 79,16
0 , 0 , 0 , 79,18
0 , 0 , 0 , 79,2
0 , 0 , 0 , 79,22
0 , 0 , 0 , 79,24
0 , 0 , 0 , 79,25999
0 , 0 , 0 , 79,28
0 , 0 , 0 , 79,3
0 , 0 , 0 , 79,32
0 , 0 , 0 , 79,34
0 , 0 , 0 , 79,36
0 , 0 , 0 , 79,38
0 , 0 , 0 , 79,4
0 , 0 , 0 , 79,42
0 , 0 , 0 , 79,43999
0 , 0 , 0 , 79,46
0 , 0 , 0 , 79,48
0 , 0 , 0 , 79,5
0 , 0 , 0 , 79,52
0 , 0 , 0 , 79,54
0 , 0 , 0 , 79,56
0 , 0 , 0 , 79,58
0 , 0 , 0 , 79,6
0 , 0 , 0 , 79,62
0 , 0 , 0 , 79,64
0 , 0 , 0 , 79,66
0 , 0 , 0 , 79,68
0 , 0 , 0 , 79,7
0 , 0 , 0 , 79,72
0 , 0 , 0 , 79,74
0 , 0 , 0 , 79,75999
0 , 0 , 0 , 79,78
0 , 0 , 0 , 79,8
0 , 0 , 0 , 79,82
0 , 0 , 0 , 79,84
0 , 0 , 0 , 79,86
0 , 0 , 0 , 79,88
0 , 0 , 0 , 79,9
0 , 0 , 0 , 79,92
0 , 0 , 0 , 79,93999
0 , 0 , 0 , 79,96
0 , 0 , 0 , 79,98
0 , 0 , 0 , 80
0 , 0 , 0 , 80,02
0 , 0 , 0 , 80,04
0 , 0 , 0 , 80,06
0 , 0 , 0 , 80,08
0 , 0 , 0 , 80,1
0 , 0 , 0 , 80,12
0 , 0 , 0 , 80,14
0 , 0 , 0 , 80,16
0 , 0 , 0 , 80,18
0 , 0 , 0 , 80,2
0 , 0 , 0 , 80,22
0 , 0 , 0 , 80,24
0 , 0 , 0 , 80,25999
0 , 0 , 0 , 80,28
0 , 0 , 0 , 80,3
0 , 0 , 0 , 80,32
0 , 0 , 0 , 80,34
0 , 0 , 0 , 80,36
0 , 0 , 0 , 80,38
0 , 0 , 0 , 80,4
0 , 0 , 0 , 80,42
0 , 0 , 0 , 80,43999
0 , 0 , 0 , 80,46
0 , 0 , 0 , 80,48
0 , 0 , 0 , 80,5
0 , 0 , 0 , 80,52
0 , 0 , 0 , 80,54
0 , 0 , 0 , 80,56
0 , 0 , 0 , 80,58
0 , 0 , 0 , 80,6
0 , 0 , 0 , 80,62
0 , 0 , 0 , 80,64
0 , 0 , 0 , 80,66
0 , 0 , 0 , 80,68
0 , 0 , 0 , 80,7
0 , 0 , 0 , 80,72
0 , 0 , 0 , 80,74
0 , 0 , 0 , 80,75999
0 , 0 , 0 , 80,78
0 , 0 , 0 , 80,8
0 , 0 , 0 , 80,82
0 , 0 , 0 , 80,84
0 , 0 , 0 , 80,86
0 , 0 , 0 , 80,88
0 , 0 , 0 , 80,9
0 , 0 , 0 , 80,92
0 , 0 , 0 , 80,93999
0 , 0 , 0 , 80,96
0 , 0 , 0 , 80,98
0 , 0 , 0 , 81
0 , 0 , 0 , 81,02
0 , 0 , 0 , 81,04
0 , 0 , 0 , 81,06
0 , 0 , 0 , 81,08
0 , 0 , 0 , 81,1
0 , 0 , 0 , 81,12
0 , 0 , 0 , 81,14
0 , 0 , 0 , 81,16
0 , 0 , 0 , 81,18
0 , 0 , 0 , 81,2
0 , 0 , 0 , 81,22
0 , 0 , 0 , 81,24
0 , 0 , 0 , 81,25999
0 , 0 , 0 , 81,28
0 , 0 , 0 , 81,3
0 , 0 , 0 , 81,32
0 , 0 , 0 , 81,34
0 , 0 , 0 , 81,36
0 , 0 , 0 , 81,38
0 , 0 , 0 , 81,4
0 , 0 , 0 , 81,42
0 , 0 , 0 , 81,43999
0 , 0 , 0 , 81,46
0 , 0 , 0 , 81,48
0 , 0 , 0 , 81,5
0 , 0 , 0 , 81,52
0 , 0 , 0 , 81,54
0 , 0 , 0 , 81,56
0 , 0 , 0 , 81,58
0 , 0 , 0 , 81,6
0 , 0 , 0 , 81,62
0 , 0 , 0 , 81,64
0 , 0 , 0 , 81,66
0 , 0 , 0 , 81,68
0 , 0 , 0 , 81,7
0 , 0 , 0 , 81,72
0 , 0 , 0 , 81,74
0 , 0 , 0 , 81,75999
0 , 0 , 0 , 81,78
0 , 0 , 0 , 81,8
0 , 0 , 0 , 81,82
0 , 0 , 0 , 81,84
0 , 0 , 0 , 81,86
0 , 0 , 0 , 81,88
0 , 0 , 0 , 81,9
0 , 0 , 0 , 81,92
0 , 0 , 0 , 81,93999
0 , 0 , 0 , 81,96
0 , 0 , 0 , 81,98
0 , 0 , 0 , 82
0 , 0 , 0 , 82,02
0 , 0 , 0 , 82,04
0 , 0 , 0 , 82,06
0 , 0 , 0 , 82,08
0 , 0 , 0 , 82,1
0 , 0 , 0 , 82,12
0 , 0 , 0 , 82,14
0 , 0 , 0 , 82,16
0 , 0 , 0 , 82,18
0 , 0 , 0 , 82,2
0 , 0 , 0 , 82,22
0 , 0 , 0 , 82,24
0 , 0 , 0 , 82,25999
0 , 0 , 0 , 82,28
0 , 0 , 0 , 82,3
0 , 0 , 0 , 82,32
0 , 0 , 0 , 82,34
0 , 0 , 0 , 82,36
0 , 0 , 0 , 82,38
0 , 0 , 0 , 82,4
0 , 0 , 0 , 82,42
0 , 0 , 0 , 82,43999
0 , 0 , 0 , 82,46
0 , 0 , 0 , 82,48
0 , 0 , 0 , 82,5
0 , 0 , 0 , 82,52
0 , 0 , 0 , 82,54
0 , 0 , 0 , 82,56
0 , 0 , 0 , 82,58
0 , 0 , 0 , 82,6
0 , 0 , 0 , 82,62
0 , 0 , 0 , 82,64
0 , 0 , 0 , 82,66
0 , 0 , 0 , 82,68
0 , 0 , 0 , 82,7
0 , 0 , 0 , 82,72
0 , 0 , 0 , 82,74
0 , 0 , 0 , 82,75999
0 , 0 , 0 , 82,78
0 , 0 , 0 , 82,8
0 , 0 , 0 , 82,82
0 , 0 , 0 , 82,84
0 , 0 , 0 , 82,86
0 , 0 , 0 , 82,88
0 , 0 , 0 , 82,9
0 , 0 , 0 , 82,92
0 , 0 , 0 , 82,93999
0 , 0 , 0 , 82,96
0 , 0 , 0 , 82,98
0 , 0 , 0 , 83
0 , 0 , 0 , 83,02
0 , 0 , 0 , 83,04
0 , 0 , 0 , 83,06
0 , 0 , 0 , 83,08
0 , 0 , 0 , 83,1
0 , 0 , 0 , 83,12
0 , 0 , 0 , 83,14
0 , 0 , 0 , 83,16
0 , 0 , 0 , 83,18
0 , 0 , 0 , 83,2
0 , 0 , 0 , 83,22
0 , 0 , 0 , 83,24
0 , 0 , 0 , 83,25999
0 , 0 , 0 , 83,28
0 , 0 , 0 , 83,3
0 , 0 , 0 , 83,32
0 , 0 , 0 , 83,34
0 , 0 , 0 , 83,36
0 , 0 , 0 , 83,38
0 , 0 , 0 , 83,4
0 , 0 , 0 , 83,42
0 , 0 , 0 , 83,43999
0 , 0 , 0 , 83,46
0 , 0 , 0 , 83,48
0 , 0 , 0 , 83,5
0 , 0 , 0 , 83,52
0 , 0 , 0 , 83,54
0 , 0 , 0 , 83,56
0 , 0 , 0 , 83,58
0 , 0 , 0 , 83,6
0 , 0 , 0 , 83,62
0 , 0 , 0 , 83,64
0 , 0 , 0 , 83,66
0 , 0 , 0 , 83,68
0 , 0 , 0 , 83,7
0 , 0 , 0 , 83,72
0 , 0 , 0 , 83,74
0 , 0 , 0 , 83,75999
0 , 0 , 0 , 83,78
0 , 0 , 0 , 83,8
0 , 0 , 0 , 83,82
0 , 0 , 0 , 83,84
0 , 0 , 0 , 83,86
0 , 0 , 0 , 83,88
0 , 0 , 0 , 83,9
0 , 0 , 0 , 83,92
0 , 0 , 0 , 83,93999
0 , 0 , 0 , 83,96
0 , 0 , 0 , 83,98
0 , 0 , 0 , 84
0 , 0 , 0 , 84,02
0 , 0 , 0 , 84,04
0 , 0 , 0 , 84,06
0 , 0 , 0 , 84,08
0 , 0 , 0 , 84,1
0 , 0 , 0 , 84,12
0 , 0 , 0 , 84,14
0 , 0 , 0 , 84,16
0 , 0 , 0 , 84,18
0 , 0 , 0 , 84,2
0 , 0 , 0 , 84,22
0 , 0 , 0 , 84,24
0 , 0 , 0 , 84,25999
0 , 0 , 0 , 84,28
0 , 0 , 0 , 84,3
0 , 0 , 0 , 84,32
0 , 0 , 0 , 84,34
0 , 0 , 0 , 84,36
0 , 0 , 0 , 84,38
0 , 0 , 0 , 84,4
0 , 0 , 0 , 84,42
0 , 0 , 0 , 84,43999
0 , 0 , 0 , 84,46
0 , 0 , 0 , 84,48
0 , 0 , 0 , 84,5
0 , 0 , 0 , 84,52
0 , 0 , 0 , 84,54
0 , 0 , 0 , 84,56
0 , 0 , 0 , 84,58
0 , 0 , 0 , 84,6
0 , 0 , 0 , 84,62
0 , 0 , 0 , 84,64
0 , 0 , 0 , 84,66
0 , 0 , 0 , 84,68
0 , 0 , 0 , 84,7
0 , 0 , 0 , 84,72
0 , 0 , 0 , 84,74
0 , 0 , 0 , 84,75999
0 , 0 , 0 , 84,78
0 , 0 , 0 , 84,8
0 , 0 , 0 , 84,82
0 , 0 , 0 , 84,84
0 , 0 , 0 , 84,86
0 , 0 , 0 , 84,88
0 , 0 , 0 , 84,9
0 , 0 , 0 , 84,92
0 , 0 , 0 , 84,93999
0 , 0 , 0 , 84,96
0 , 0 , 0 , 84,98
0 , 0 , 0 , 85
0 , 0 , 0 , 85,02
0 , 0 , 0 , 85,04
0 , 0 , 0 , 85,06
0 , 0 , 0 , 85,08
0 , 0 , 0 , 85,1
0 , 0 , 0 , 85,12
0 , 0 , 0 , 85,14
0 , 0 , 0 , 85,16
0 , 0 , 0 , 85,18
0 , 0 , 0 , 85,2
0 , 0 , 0 , 85,22
0 , 0 , 0 , 85,24
0 , 0 , 0 , 85,25999
0 , 0 , 0 , 85,28
0 , 0 , 0 , 85,3
0 , 0 , 0 , 85,32
0 , 0 , 0 , 85,34
0 , 0 , 0 , 85,36
0 , 0 , 0 , 85,38
0 , 0 , 0 , 85,4
0 , 0 , 0 , 85,42
0 , 0 , 0 , 85,43999
0 , 0 , 0 , 85,46
0 , 0 , 0 , 85,48
0 , 0 , 0 , 85,5
0 , 0 , 0 , 85,52
0 , 0 , 0 , 85,54
0 , 0 , 0 , 85,56
0 , 0 , 0 , 85,58
0 , 0 , 0 , 85,6
0 , 0 , 0 , 85,62
0 , 0 , 0 , 85,64
0 , 0 , 0 , 85,66
0 , 0 , 0 , 85,68
0 , 0 , 0 , 85,7
0 , 0 , 0 , 85,72
0 , 0 , 0 , 85,74
0 , 0 , 0 , 85,75999
0 , 0 , 0 , 85,78
0 , 0 , 0 , 85,8
0 , 0 , 0 , 85,82
0 , 0 , 0 , 85,84
0 , 0 , 0 , 85,86
0 , 0 , 0 , 85,88
0 , 0 , 0 , 85,9
0 , 0 , 0 , 85,92
0 , 0 , 0 , 85,93999
0 , 0 , 0 , 85,96
0 , 0 , 0 , 85,98
0 , 0 , 0 , 86
0 , 0 , 0 , 86,02
0 , 0 , 0 , 86,04
0 , 0 , 0 , 86,06
0 , 0 , 0 , 86,08
0 , 0 , 0 , 86,1
0 , 0 , 0 , 86,12
0 , 0 , 0 , 86,14
0 , 0 , 0 , 86,16
0 , 0 , 0 , 86,18
0 , 0 , 0 , 86,2
0 , 0 , 0 , 86,22
0 , 0 , 0 , 86,24
0 , 0 , 0 , 86,25999
0 , 0 , 0 , 86,28
0 , 0 , 0 , 86,3
0 , 0 , 0 , 86,32
0 , 0 , 0 , 86,34
0 , 0 , 0 , 86,36
0 , 0 , 0 , 86,38
0 , 0 , 0 , 86,4
0 , 0 , 0 , 86,42
0 , 0 , 0 , 86,43999
0 , 0 , 0 , 86,46
0 , 0 , 0 , 86,48
0 , 0 , 0 , 86,5
0 , 0 , 0 , 86,52
0 , 0 , 0 , 86,54
0 , 0 , 0 , 86,56
0 , 0 , 0 , 86,58
0 , 0 , 0 , 86,6
0 , 0 , 0 , 86,62
0 , 0 , 0 , 86,64
0 , 0 , 0 , 86,66
0 , 0 , 0 , 86,68
0 , 0 , 0 , 86,7
0 , 0 , 0 , 86,72
0 , 0 , 0 , 86,74
0 , 0 , 0 , 86,75999
0 , 0 , 0 , 86,78
0 , 0 , 0 , 86,8
0 , 0 , 0 , 86,82
0 , 0 , 0 , 86,84
0 , 0 , 0 , 86,86
0 , 0 , 0 , 86,88
0 , 0 , 0 , 86,9
0 , 0 , 0 , 86,92
0 , 0 , 0 , 86,93999
0 , 0 , 0 , 86,96
0 , 0 , 0 , 86,98
0 , 0 , 0 , 87
0 , 0 , 0 , 87,02
0 , 0 , 0 , 87,04
0 , 0 , 0 , 87,06
0 , 0 , 0 , 87,08
0 , 0 , 0 , 87,1
0 , 0 , 0 , 87,12
0 , 0 , 0 , 87,14
0 , 0 , 0 , 87,16
0 , 0 , 0 , 87,18
0 , 0 , 0 , 87,2
0 , 0 , 0 , 87,22
0 , 0 , 0 , 87,24
0 , 0 , 0 , 87,25999
0 , 0 , 0 , 87,28
0 , 0 , 0 , 87,3
0 , 0 , 0 , 87,32
0 , 0 , 0 , 87,34
0 , 0 , 0 , 87,36
0 , 0 , 0 , 87,38
0 , 0 , 0 , 87,4
0 , 0 , 0 , 87,42
0 , 0 , 0 , 87,43999
0 , 0 , 0 , 87,46
0 , 0 , 0 , 87,48
0 , 0 , 0 , 87,5
0 , 0 , 0 , 87,52
0 , 0 , 0 , 87,54
0 , 0 , 0 , 87,56
0 , 0 , 0 , 87,58
0 , 0 , 0 , 87,6
0 , 0 , 0 , 87,62
0 , 0 , 0 , 87,64
0 , 0 , 0 , 87,66
0 , 0 , 0 , 87,68
0 , 0 , 0 , 87,7
0 , 0 , 0 , 87,72
0 , 0 , 0 , 87,74
0 , 0 , 0 , 87,75999
0 , 0 , 0 , 87,78
0 , 0 , 0 , 87,8
0 , 0 , 0 , 87,82
0 , 0 , 0 , 87,84
0 , 0 , 0 , 87,86
0 , 0 , 0 , 87,88
0 , 0 , 0 , 87,9
0 , 0 , 0 , 87,92
0 , 0 , 0 , 87,93999
0 , 0 , 0 , 87,96
0 , 0 , 0 , 87,98
0 , 0 , 0 , 88
0 , 0 , 0 , 88,02
0 , 0 , 0 , 88,04
0 , 0 , 0 , 88,06
0 , 0 , 0 , 88,08
0 , 0 , 0 , 88,1
0 , 0 , 0 , 88,12
0 , 0 , 0 , 88,14
0 , 0 , 0 , 88,16
0 , 0 , 0 , 88,18
0 , 0 , 0 , 88,2
0 , 0 , 0 , 88,22
0 , 0 , 0 , 88,24
0 , 0 , 0 , 88,25999
0 , 0 , 0 , 88,28
0 , 0 , 0 , 88,3
0 , 0 , 0 , 88,32
0 , 0 , 0 , 88,34
0 , 0 , 0 , 88,36
0 , 0 , 0 , 88,38
0 , 0 , 0 , 88,4
0 , 0 , 0 , 88,42
0 , 0 , 0 , 88,43999
0 , 0 , 0 , 88,46
0 , 0 , 0 , 88,48
0 , 0 , 0 , 88,5
0 , 0 , 0 , 88,52
0 , 0 , 0 , 88,54
0 , 0 , 0 , 88,56
0 , 0 , 0 , 88,58
0 , 0 , 0 , 88,6
0 , 0 , 0 , 88,62
0 , 0 , 0 , 88,64
0 , 0 , 0 , 88,66
0 , 0 , 0 , 88,68
0 , 0 , 0 , 88,7
0 , 0 , 0 , 88,72
0 , 0 , 0 , 88,74
0 , 0 , 0 , 88,75999
0 , 0 , 0 , 88,78
0 , 0 , 0 , 88,8
0 , 0 , 0 , 88,82
0 , 0 , 0 , 88,84
0 , 0 , 0 , 88,86
0 , 0 , 0 , 88,88
0 , 0 , 0 , 88,9
0 , 0 , 0 , 88,92
0 , 0 , 0 , 88,93999
0 , 0 , 0 , 88,96
0 , 0 , 0 , 88,98
0 , 0 , 0 , 89
0 , 0 , 0 , 89,02
0 , 0 , 0 , 89,04
0 , 0 , 0 , 89,06
0 , 0 , 0 , 89,07999
0 , 0 , 0 , 89,1
0 , 0 , 0 , 89,12
0 , 0 , 0 , 89,14
0 , 0 , 0 , 89,16
0 , 0 , 0 , 89,18
0 , 0 , 0 , 89,2
0 , 0 , 0 , 89,22
0 , 0 , 0 , 89,24
0 , 0 , 0 , 89,25999
0 , 0 , 0 , 89,28
0 , 0 , 0 , 89,3
0 , 0 , 0 , 89,32
0 , 0 , 0 , 89,34
0 , 0 , 0 , 89,36
0 , 0 , 0 , 89,38
0 , 0 , 0 , 89,4
0 , 0 , 0 , 89,42
0 , 0 , 0 , 89,43999
0 , 0 , 0 , 89,46
0 , 0 , 0 , 89,48
0 , 0 , 0 , 89,5
0 , 0 , 0 , 89,52
0 , 0 , 0 , 89,54
0 , 0 , 0 , 89,56
0 , 0 , 0 , 89,57999
0 , 0 , 0 , 89,6
0 , 0 , 0 , 89,62
0 , 0 , 0 , 89,64
0 , 0 , 0 , 89,66
0 , 0 , 0 , 89,68
0 , 0 , 0 , 89,7
0 , 0 , 0 , 89,72
0 , 0 , 0 , 89,74
0 , 0 , 0 , 89,75999
0 , 0 , 0 , 89,78
0 , 0 , 0 , 89,8
0 , 0 , 0 , 89,82
0 , 0 , 0 , 89,84
0 , 0 , 0 , 89,86
0 , 0 , 0 , 89,88
0 , 0 , 0 , 89,9
0 , 0 , 0 , 89,92
0 , 0 , 0 , 89,93999
0 , 0 , 0 , 89,96
0 , 0 , 0 , 89,98
0 , 0 , 0 , 90
0 , 0 , 0 , 90,02
0 , 0 , 0 , 90,04
0 , 0 , 0 , 90,06
0 , 0 , 0 , 90,07999
0 , 0 , 0 , 90,1
0 , 0 , 0 , 90,12
0 , 0 , 0 , 90,14
0 , 0 , 0 , 90,16
0 , 0 , 0 , 90,18
